agent_id,from_origin_node_id,to_destination_node_id,departure_time_interval_no,PCE
1092,261,352,5594.0,1
1093,261,352,10342.0,1
1094,5,96,662.0,1
1095,133,224,5590.0,1
1096,650,610,10452.0,1
1097,390,480,734.0,1
1098,5,96,5593.0,1
1099,133,224,10338.0,1
1100,650,224,796.0,1
1101,5,96,10352.0,1
1102,5,226,670.0,1
1103,389,481,5672.0,1
1104,261,352,10359.0,1
1105,261,352,734.0,1
1106,262,224,5604.0,1
1107,519,610,10380.0,1
1108,519,610,727.0,1
1109,519,610,5707.0,1
1110,5,96,10366.0,1
1111,133,224,735.0,1
1112,133,224,5595.0,1
1113,133,224,10356.0,1
1114,5,224,686.0,1
1115,390,480,5686.0,1
1116,261,481,10366.0,1
1117,650,610,813.0,1
1118,519,610,5714.0,1
1119,5,96,10373.0,1
1120,261,352,742.0,1
1121,519,690,5734.0,1
1122,389,480,10358.0,1
1123,5,96,721.0,1
1124,261,352,5621.0,1
1125,519,610,10396.0,1
1126,133,224,745.0,1
1127,133,224,5619.0,1
1128,519,610,10407.0,1
1129,261,353,749.0,1
1130,390,610,10376.0,1
1131,519,610,741.0,1
1132,387,481,5705.0,1
1133,519,690,10432.0,1
1134,390,481,750.0,1
1135,261,353,5635.0,1
1136,133,224,10378.0,1
1137,519,609,750.0,1
1138,5,96,5643.0,1
1139,5,96,10393.0,1
1140,390,352,759.0,1
1141,133,96,10391.0,1
1142,133,224,755.0,1
1143,389,481,5726.0,1
1144,390,480,10386.0,1
1145,389,480,767.0,1
1146,261,352,5645.0,1
1147,133,224,10400.0,1
1148,519,609,763.0,1
1149,650,353,10505.0,1
1150,5,96,766.0,1
1151,5,96,10421.0,1
1152,519,224,771.0,1
1153,389,480,5732.0,1
1154,388,610,10395.0,1
1155,262,352,765.0,1
1156,133,224,5639.0,1
1157,133,224,10422.0,1
1158,134,224,772.0,1
1159,390,480,10410.0,1
1160,262,352,776.0,1
1161,390,480,5743.0,1
1162,260,352,10414.0,1
1163,390,481,777.0,1
1164,261,352,5668.0,1
1165,5,96,10440.0,1
1166,519,610,780.0,1
1167,519,609,5776.0,1
1168,261,96,10436.0,1
1169,5,96,781.0,1
1170,389,353,5754.0,1
1171,389,352,10423.0,1
1172,519,690,789.0,1
1173,261,352,5677.0,1
1174,519,689,10474.0,1
1175,390,480,793.0,1
1176,650,610,5905.0,1
1177,5,96,10461.0,1
1178,261,481,785.0,1
1179,262,610,5694.0,1
1180,133,224,10435.0,1
1181,133,224,780.0,1
1182,389,481,10471.0,1
1183,5,96,797.0,1
1184,5,96,5687.0,1
1185,133,224,10448.0,1
1186,390,480,803.0,1
1187,519,690,5811.0,1
1188,133,96,10459.0,1
1189,262,353,795.0,1
1190,650,609,5918.0,1
1191,5,96,10481.0,1
1192,650,610,859.0,1
1193,133,224,5672.0,1
1194,390,352,10489.0,1
1195,133,224,789.0,1
1196,5,96,5699.0,1
1197,133,355,10471.0,1
1198,133,224,802.0,1
1199,261,352,10467.0,1
1200,5,96,809.0,1
1201,133,224,5686.0,1
1202,389,610,10498.0,1
1203,519,610,800.0,1
1204,261,352,5711.0,1
1205,133,96,10490.0,1
1206,133,96,810.0,1
1207,388,481,5778.0,1
1208,133,224,10483.0,1
1209,133,96,816.0,1
1210,650,690,5928.0,1
1211,650,610,10579.0,1
1212,650,481,872.0,1
1213,389,610,5796.0,1
1214,133,224,10502.0,1
1215,390,480,818.0,1
1216,519,610,5837.0,1
1217,261,352,10493.0,1
1218,5,96,810.0,1
1219,390,480,10509.0,1
1220,261,96,806.0,1
1221,650,610,10590.0,1
1222,261,353,812.0,1
1223,520,610,10509.0,1
1224,650,224,877.0,1
1225,519,610,5847.0,1
1226,261,352,10503.0,1
1227,5,96,829.0,1
1228,5,96,5714.0,1
1229,519,610,10517.0,1
1230,519,690,810.0,1
1231,261,352,5734.0,1
1232,133,224,10517.0,1
1233,389,480,828.0,1
1234,389,480,5807.0,1
1235,262,353,10515.0,1
1236,133,224,825.0,1
1237,650,610,5955.0,1
1238,388,610,10521.0,1
1239,133,224,832.0,1
1240,133,224,5707.0,1
1241,519,690,10529.0,1
1242,261,481,835.0,1
1243,261,224,5742.0,1
1244,650,481,10603.0,1
1245,650,610,892.0,1
1246,5,96,5727.0,1
1247,4,96,10528.0,1
1248,390,480,837.0,1
1249,519,610,5867.0,1
1250,261,225,10528.0,1
1251,5,96,837.0,1
1252,131,224,5712.0,1
1253,389,610,10537.0,1
1254,519,689,819.0,1
1255,5,96,5734.0,1
1256,392,610,10559.0,1
1257,133,224,838.0,1
1258,390,610,5832.0,1
1259,261,352,10543.0,1
1260,262,352,842.0,1
1261,5,96,5741.0,1
1262,5,96,10547.0,1
1263,519,610,823.0,1
1264,133,224,5729.0,1
1265,261,353,10550.0,1
1266,133,225,841.0,1
1267,389,480,5848.0,1
1268,133,224,10552.0,1
1269,389,481,844.0,1
1270,133,224,5738.0,1
1271,5,96,10556.0,1
1272,261,353,847.0,1
1273,5,96,5752.0,1
1274,261,352,10560.0,1
1275,519,610,830.0,1
1276,5,96,5761.0,1
1277,5,96,10567.0,1
1278,650,610,909.0,1
1279,133,224,5744.0,1
1280,133,96,10570.0,1
1281,5,96,852.0,1
1282,389,480,5865.0,1
1283,3,352,10567.0,1
1284,133,224,852.0,1
1285,519,611,5909.0,1
1286,262,352,10568.0,1
1287,650,480,901.0,1
1288,261,352,5798.0,1
1289,521,611,10581.0,1
1290,389,481,854.0,1
1291,133,224,5756.0,1
1292,261,481,10574.0,1
1293,261,352,855.0,1
1294,261,352,5808.0,1
1295,5,96,10582.0,1
1296,5,96,861.0,1
1297,388,480,5884.0,1
1298,518,610,10587.0,1
1299,650,352,916.0,1
1300,261,481,5831.0,1
1301,519,610,10596.0,1
1302,390,610,861.0,1
1303,5,224,5802.0,1
1304,5,96,10595.0,1
1305,519,690,839.0,1
1306,133,224,5795.0,1
1307,389,481,10618.0,1
1308,5,96,868.0,1
1309,390,481,5905.0,1
1310,132,224,10605.0,1
1311,133,224,864.0,1
1312,519,610,5937.0,1
1313,519,610,10606.0,1
1314,262,352,866.0,1
1315,650,610,6037.0,1
1316,133,96,10597.0,1
1317,5,96,879.0,1
1318,261,481,10597.0,1
1319,650,610,928.0,1
1320,519,610,10614.0,1
1321,390,611,876.0,1
1322,261,352,10604.0,1
1323,133,224,873.0,1
1324,519,481,10623.0,1
1325,520,610,852.0,1
1326,519,610,10643.0,1
1327,261,352,872.0,1
1328,133,224,10623.0,1
1329,519,480,880.0,1
1330,389,689,10660.0,1
1331,134,353,882.0,1
1332,5,96,5818.0,1
1333,650,610,10712.0,1
1334,261,352,877.0,1
1335,133,224,5811.0,1
1336,390,610,10633.0,1
1337,519,610,863.0,1
1338,261,353,5840.0,1
1339,133,96,10630.0,1
1340,519,690,873.0,1
1341,519,610,5944.0,1
1342,519,610,10652.0,1
1343,5,96,890.0,1
1344,389,610,5914.0,1
1345,390,480,10641.0,1
1346,134,224,892.0,1
1347,133,224,5853.0,1
1348,133,224,10649.0,1
1349,133,96,898.0,1
1350,519,610,5969.0,1
1351,261,352,10627.0,1
1352,390,481,890.0,1
1353,650,610,6077.0,1
1354,389,610,10670.0,1
1355,261,352,887.0,1
1356,5,96,5873.0,1
1357,519,610,10676.0,1
1358,650,352,944.0,1
1359,261,352,5870.0,1
1360,650,480,10751.0,1
1361,262,224,898.0,1
1362,389,610,5947.0,1
1363,519,690,10695.0,1
1364,389,480,898.0,1
1365,133,224,5887.0,1
1366,261,352,10635.0,1
1367,5,96,904.0,1
1368,5,96,5895.0,1
1369,133,224,10655.0,1
1370,650,352,968.0,1
1371,519,480,6009.0,1
1372,390,610,10693.0,1
1373,261,352,901.0,1
1374,4,96,5913.0,1
1375,5,96,10630.0,1
1376,389,610,906.0,1
1377,388,480,5956.0,1
1378,261,352,10644.0,1
1379,5,96,915.0,1
1380,5,96,6015.0,1
1381,519,610,10704.0,1
1382,133,224,909.0,1
1383,133,224,5998.0,1
1384,519,690,10712.0,1
1385,261,481,909.0,1
1386,133,224,6009.0,1
1387,262,481,10653.0,1
1388,133,224,915.0,1
1389,5,224,6029.0,1
1390,5,96,10642.0,1
1391,650,609,977.0,1
1392,650,610,6064.0,1
1393,261,224,10659.0,1
1394,5,96,921.0,1
1395,133,224,6018.0,1
1396,389,610,10715.0,1
1397,133,353,922.0,1
1398,390,352,5969.0,1
1399,133,224,10679.0,1
1400,390,480,919.0,1
1401,133,224,6033.0,1
1402,133,224,10691.0,1
1403,520,610,910.0,1
1404,261,224,5913.0,1
1405,261,352,10668.0,1
1406,262,353,918.0,1
1407,389,481,5982.0,1
1408,389,610,10725.0,1
1409,5,96,931.0,1
1410,519,610,6002.0,1
1411,518,610,10747.0,1
1412,390,480,923.0,1
1413,5,96,6073.0,1
1414,261,481,10677.0,1
1415,5,96,937.0,1
1416,389,480,5992.0,1
1417,389,480,10732.0,1
1418,650,610,990.0,1
1419,519,481,6023.0,1
1420,5,96,10663.0,1
1421,519,610,927.0,1
1422,261,353,5990.0,1
1423,261,352,10685.0,1
1424,261,352,932.0,1
1425,133,224,6064.0,1
1426,516,610,10756.0,1
1427,650,224,994.0,1
1428,388,480,6000.0,1
1429,390,610,10746.0,1
1430,519,481,941.0,1
1431,518,610,6035.0,1
1432,519,610,10771.0,1
1433,133,224,940.0,1
1434,261,352,6003.0,1
1435,5,96,10672.0,1
1436,261,352,940.0,1
1437,133,224,6071.0,1
1438,262,352,10693.0,1
1439,5,96,947.0,1
1440,389,481,6027.0,1
1441,389,610,10755.0,1
1442,650,610,1008.0,1
1443,133,224,6083.0,1
1444,5,96,10688.0,1
1445,262,352,951.0,1
1446,5,96,6088.0,1
1447,261,224,10702.0,1
1448,519,481,951.0,1
1449,519,609,6046.0,1
1450,388,480,10757.0,1
1451,133,224,949.0,1
1452,389,352,6050.0,1
1453,5,96,10695.0,1
1454,5,96,956.0,1
1455,261,224,6037.0,1
1456,262,352,10729.0,1
1457,390,609,945.0,1
1458,5,96,10704.0,1
1459,261,481,958.0,1
1460,133,96,6110.0,1
1461,133,224,10745.0,1
1462,134,224,955.0,1
1463,521,610,10805.0,1
1464,5,96,967.0,1
1465,390,480,6063.0,1
1466,261,352,10736.0,1
1467,133,225,960.0,1
1468,133,96,6091.0,1
1469,389,481,10797.0,1
1470,262,481,966.0,1
1471,133,224,6129.0,1
1472,261,352,10760.0,1
1473,390,613,955.0,1
1474,261,352,6053.0,1
1475,133,224,10780.0,1
1476,519,610,966.0,1
1477,519,610,6077.0,1
1478,260,481,10807.0,1
1479,650,609,1023.0,1
1480,390,610,6087.0,1
1481,133,352,10774.0,1
1482,133,353,966.0,1
1483,5,96,10722.0,1
1484,5,96,972.0,1
1485,519,610,10834.0,1
1486,650,610,1036.0,1
1487,519,610,6091.0,1
1488,390,481,10824.0,1
1489,650,610,1031.0,1
1490,133,224,6135.0,1
1491,390,224,10834.0,1
1492,262,352,974.0,1
1493,389,481,6095.0,1
1494,519,610,10842.0,1
1495,389,352,972.0,1
1496,519,610,6098.0,1
1497,5,96,10739.0,1
1498,5,96,985.0,1
1499,132,224,6141.0,1
1500,132,224,10807.0,1
1501,519,610,975.0,1
1502,390,610,10877.0,1
1503,133,224,979.0,1
1504,5,96,6121.0,1
1505,517,690,10900.0,1
1506,390,353,981.0,1
1507,133,224,6151.0,1
1508,5,96,10746.0,1
1509,5,96,992.0,1
1510,390,481,6110.0,1
1511,133,224,10822.0,1
1512,650,610,1049.0,1
1513,261,352,6100.0,1
1514,131,224,10821.0,1
1515,519,610,985.0,1
1516,133,224,6162.0,1
1517,4,96,10757.0,1
1518,133,224,987.0,1
1519,518,610,10887.0,1
1520,5,96,999.0,1
1521,389,352,10890.0,1
1522,519,690,992.0,1
1523,519,481,10896.0,1
1524,261,352,994.0,1
1525,133,610,10848.0,1
1526,389,481,992.0,1
1527,4,96,6125.0,1
1528,5,96,10774.0,1
1529,133,224,994.0,1
1530,389,610,6121.0,1
1531,5,96,1009.0,1
1532,650,610,6303.0,1
1533,133,224,1000.0,1
1534,5,96,6144.0,1
1535,261,481,1001.0,1
1536,390,480,10911.0,1
1537,519,610,1001.0,1
1538,519,610,6129.0,1
1539,5,96,10784.0,1
1540,261,481,1006.0,1
1541,5,352,10848.0,1
1542,390,610,1006.0,1
1543,519,610,6145.0,1
1544,5,96,10798.0,1
1545,133,224,1007.0,1
1546,389,481,6139.0,1
1547,389,352,10921.0,1
1548,5,96,1016.0,1
1549,133,352,10877.0,1
1550,133,224,1015.0,1
1551,261,352,6125.0,1
1552,261,352,10832.0,1
1553,390,480,1013.0,1
1554,650,481,6313.0,1
1555,519,610,10940.0,1
1556,518,610,1020.0,1
1557,389,480,6159.0,1
1558,133,224,10886.0,1
1559,262,352,1021.0,1
1560,261,353,6132.0,1
1561,262,224,10845.0,1
1562,5,96,1025.0,1
1563,5,96,10825.0,1
1564,5,96,1030.0,1
1565,261,353,6141.0,1
1566,261,352,10858.0,1
1567,519,224,1027.0,1
1568,390,480,6176.0,1
1569,133,224,10901.0,1
1570,390,480,1022.0,1
1571,5,96,10835.0,1
1572,261,352,1027.0,1
1573,5,96,6174.0,1
1574,390,480,10956.0,1
1575,133,224,1038.0,1
1576,650,353,11054.0,1
1577,389,480,1029.0,1
1578,5,96,10859.0,1
1579,133,224,1031.0,1
1580,133,224,10919.0,1
1581,5,96,1042.0,1
1582,519,610,6164.0,1
1583,519,353,10979.0,1
1584,5,96,1046.0,1
1585,261,352,6153.0,1
1586,261,610,10880.0,1
1587,390,480,1036.0,1
1588,650,352,11060.0,1
1589,519,609,1041.0,1
1590,650,610,11065.0,1
1591,133,353,1047.0,1
1592,133,224,6225.0,1
1593,261,481,10887.0,1
1594,133,353,1053.0,1
1595,261,224,6160.0,1
1596,133,354,10935.0,1
1597,5,96,1058.0,1
1598,649,224,11072.0,1
1599,261,353,1041.0,1
1600,133,224,10967.0,1
1601,389,480,1043.0,1
1602,388,610,6201.0,1
1603,390,610,10991.0,1
1604,518,610,1048.0,1
1605,5,96,10905.0,1
1606,519,610,1053.0,1
1607,519,609,6200.0,1
1608,261,352,10898.0,1
1609,5,96,1065.0,1
1610,5,96,6196.0,1
1611,519,610,11004.0,1
1612,133,96,1059.0,1
1613,650,610,11085.0,1
1614,261,352,1048.0,1
1615,388,480,10991.0,1
1616,389,480,1057.0,1
1617,261,352,6171.0,1
1618,519,610,11015.0,1
1619,133,224,1065.0,1
1620,650,610,11098.0,1
1621,5,96,1071.0,1
1622,388,610,11006.0,1
1623,519,690,1072.0,1
1624,389,352,6214.0,1
1625,519,690,11024.0,1
1626,261,352,1058.0,1
1627,261,353,6180.0,1
1628,388,610,11011.0,1
1629,5,96,1077.0,1
1630,650,610,6361.0,1
1631,519,610,11035.0,1
1632,133,224,1073.0,1
1633,650,610,11113.0,1
1634,390,480,1065.0,1
1635,261,225,6249.0,1
1636,390,352,11026.0,1
1637,261,352,1068.0,1
1638,5,96,10953.0,1
1639,519,610,1082.0,1
1640,261,352,6189.0,1
1641,261,224,10979.0,1
1642,390,480,1075.0,1
1643,519,610,11049.0,1
1644,261,352,1074.0,1
1645,133,224,6260.0,1
1646,650,610,11121.0,1
1647,5,96,1088.0,1
1648,650,480,6378.0,1
1649,389,610,11032.0,1
1650,133,224,1082.0,1
1651,261,352,6200.0,1
1652,261,352,10938.0,1
1653,650,610,1158.0,1
1654,133,224,11023.0,1
1655,261,481,1085.0,1
1656,389,352,11039.0,1
1657,133,96,1088.0,1
1658,133,224,6278.0,1
1659,519,610,11057.0,1
1660,650,96,1164.0,1
1661,389,353,6239.0,1
1662,5,96,11000.0,1
1663,389,481,1098.0,1
1664,261,352,6242.0,1
1665,261,352,11006.0,1
1666,133,96,1094.0,1
1667,5,224,6253.0,1
1668,650,610,11137.0,1
1669,519,610,1104.0,1
1670,519,610,6238.0,1
1671,390,480,11062.0,1
1672,261,353,1097.0,1
1673,5,96,6243.0,1
1674,650,610,11151.0,1
1675,261,352,1090.0,1
1676,519,692,6272.0,1
1677,5,96,11013.0,1
1678,5,96,1094.0,1
1679,261,353,6260.0,1
1680,389,480,11069.0,1
1681,390,610,1106.0,1
1682,261,352,11027.0,1
1683,261,353,1105.0,1
1684,519,610,11085.0,1
1685,390,481,1113.0,1
1686,5,96,6263.0,1
1687,133,96,11074.0,1
1688,519,610,1118.0,1
1689,133,224,6308.0,1
1690,519,690,11104.0,1
1691,133,224,1109.0,1
1692,261,481,6289.0,1
1693,133,224,11082.0,1
1694,5,96,1106.0,1
1695,390,480,6282.0,1
1696,5,96,11049.0,1
1697,261,353,1118.0,1
1698,519,610,6281.0,1
1699,519,690,11117.0,1
1700,390,610,1122.0,1
1701,5,224,6276.0,1
1702,133,96,11092.0,1
1703,133,224,1123.0,1
1704,519,610,6297.0,1
1705,261,224,11069.0,1
1706,5,96,1115.0,1
1707,133,224,6330.0,1
1708,133,224,11102.0,1
1709,650,481,1192.0,1
1710,389,480,6299.0,1
1711,519,610,11111.0,1
1712,133,353,1127.0,1
1713,261,353,6305.0,1
1714,5,96,11059.0,1
1715,389,352,1128.0,1
1716,133,96,6341.0,1
1717,133,224,11111.0,1
1718,133,481,1139.0,1
1719,519,224,6322.0,1
1720,261,352,11089.0,1
1721,650,610,1199.0,1
1722,389,480,6314.0,1
1723,389,481,11104.0,1
1724,390,480,1136.0,1
1725,5,96,6313.0,1
1726,519,610,11125.0,1
1727,519,690,1134.0,1
1728,261,224,6325.0,1
1729,5,96,11070.0,1
1730,262,481,1133.0,1
1731,390,690,6340.0,1
1732,650,224,11189.0,1
1733,519,610,1146.0,1
1734,519,610,6337.0,1
1735,261,352,11113.0,1
1736,5,96,1133.0,1
1737,650,610,11207.0,1
1738,390,610,1147.0,1
1739,261,353,6346.0,1
1740,389,610,11117.0,1
1741,261,481,1144.0,1
1742,650,610,11197.0,1
1743,519,481,1154.0,1
1744,389,480,6377.0,1
1745,261,352,11121.0,1
1746,390,610,1154.0,1
1747,650,480,6485.0,1
1748,5,96,11082.0,1
1749,5,224,1141.0,1
1750,650,610,6496.0,1
1751,389,480,11130.0,1
1752,133,225,1151.0,1
1753,133,96,6400.0,1
1754,261,610,11102.0,1
1755,262,481,1152.0,1
1756,261,96,6367.0,1
1757,5,96,11090.0,1
1758,519,609,1164.0,1
1759,133,225,11137.0,1
1760,519,689,1169.0,1
1761,261,352,11149.0,1
1762,5,224,1148.0,1
1763,520,610,6388.0,1
1764,389,480,11144.0,1
1765,261,352,1156.0,1
1766,518,610,11136.0,1
1767,133,224,1162.0,1
1768,5,96,6343.0,1
1769,133,224,11151.0,1
1770,389,480,1164.0,1
1771,519,610,6404.0,1
1772,5,96,11106.0,1
1773,519,610,1181.0,1
1774,389,481,6394.0,1
1775,261,352,11164.0,1
1776,133,224,1169.0,1
1777,133,224,6414.0,1
1778,5,96,11121.0,1
1779,261,352,1166.0,1
1780,649,352,6507.0,1
1781,133,224,11161.0,1
1782,389,480,1171.0,1
1783,519,610,11147.0,1
1784,133,224,1173.0,1
1785,5,96,6360.0,1
1786,390,480,11160.0,1
1787,5,96,1156.0,1
1788,262,353,6388.0,1
1789,5,96,11132.0,1
1790,389,480,1178.0,1
1791,648,609,6520.0,1
1792,261,352,11179.0,1
1793,519,610,1199.0,1
1794,5,96,6373.0,1
1795,133,224,11174.0,1
1796,133,96,1178.0,1
1797,389,481,6412.0,1
1798,519,610,11154.0,1
1799,390,610,1193.0,1
1800,133,224,6432.0,1
1801,5,96,11140.0,1
1802,5,96,1167.0,1
1803,519,610,6423.0,1
1804,133,224,11188.0,1
1805,263,352,1189.0,1
1806,388,481,6416.0,1
1807,389,480,11187.0,1
1808,133,480,1190.0,1
1809,650,609,6532.0,1
1810,5,96,11155.0,1
1811,5,224,1194.0,1
1812,133,224,6447.0,1
1813,519,610,11161.0,1
1814,519,610,1214.0,1
1815,133,224,11206.0,1
1816,133,224,1194.0,1
1817,519,609,6435.0,1
1818,389,481,11208.0,1
1819,5,96,1171.0,1
1820,519,610,11168.0,1
1821,519,610,1221.0,1
1822,133,224,6457.0,1
1823,133,610,11220.0,1
1824,391,480,1212.0,1
1825,261,353,6465.0,1
1826,5,96,11187.0,1
1827,133,224,1208.0,1
1828,5,96,6416.0,1
1829,390,481,11227.0,1
1830,519,481,1227.0,1
1831,517,610,11171.0,1
1832,518,481,1232.0,1
1833,519,610,6449.0,1
1834,133,224,11234.0,1
1835,5,96,1178.0,1
1836,5,96,11210.0,1
1837,133,224,1213.0,1
1838,390,480,11236.0,1
1839,389,353,1224.0,1
1840,389,352,6465.0,1
1841,519,610,11186.0,1
1842,261,352,1206.0,1
1843,5,96,6430.0,1
1844,5,96,11226.0,1
1845,519,690,1246.0,1
1846,133,224,6472.0,1
1847,132,224,11246.0,1
1848,519,690,1252.0,1
1849,262,480,11226.0,1
1850,261,481,1212.0,1
1851,261,96,6480.0,1
1852,389,480,11248.0,1
1853,5,96,1182.0,1
1854,519,480,6460.0,1
1855,516,610,11192.0,1
1856,519,353,1257.0,1
1857,650,610,6563.0,1
1858,5,96,11247.0,1
1859,133,352,1224.0,1
1860,133,224,6479.0,1
1861,133,224,11261.0,1
1862,5,96,1187.0,1
1863,519,480,11219.0,1
1864,261,352,1223.0,1
1865,133,224,6494.0,1
1866,5,96,11261.0,1
1867,519,480,1267.0,1
1868,519,610,11238.0,1
1869,133,352,1246.0,1
1870,5,96,6463.0,1
1871,133,224,11278.0,1
1872,390,610,1246.0,1
1873,133,224,6504.0,1
1874,389,610,11275.0,1
1875,5,96,1207.0,1
1876,389,353,6505.0,1
1877,5,96,11277.0,1
1878,133,225,1256.0,1
1879,389,480,6488.0,1
1880,518,610,11241.0,1
1881,261,353,1227.0,1
1882,519,610,6481.0,1
1883,389,610,1251.0,1
1884,133,224,11295.0,1
1885,389,609,1276.0,1
1886,5,96,6477.0,1
1887,262,353,11259.0,1
1888,518,690,1276.0,1
1889,519,224,6511.0,1
1890,519,610,11284.0,1
1891,5,96,1213.0,1
1892,650,610,6580.0,1
1893,133,96,11287.0,1
1894,133,224,1262.0,1
1895,133,353,11303.0,1
1896,5,96,1218.0,1
1897,5,96,6485.0,1
1898,390,481,1264.0,1
1899,133,224,6517.0,1
1900,261,353,11264.0,1
1901,262,352,1249.0,1
1902,519,480,6489.0,1
1903,519,610,1288.0,1
1904,261,352,6513.0,1
1905,390,610,11288.0,1
1906,133,224,1273.0,1
1907,133,224,6531.0,1
1908,519,610,11300.0,1
1909,133,96,1229.0,1
1910,261,352,11279.0,1
1911,261,352,1252.0,1
1912,3,96,6487.0,1
1913,390,481,11298.0,1
1914,519,610,1298.0,1
1915,133,224,11317.0,1
1916,519,689,1315.0,1
1917,519,610,6500.0,1
1918,5,96,11295.0,1
1919,262,352,1276.0,1
1920,519,610,11311.0,1
1921,390,480,1287.0,1
1922,133,224,6542.0,1
1923,519,690,11325.0,1
1924,519,690,1303.0,1
1925,261,481,6524.0,1
1926,5,96,11305.0,1
1927,261,353,1259.0,1
1928,390,481,6530.0,1
1929,133,224,11325.0,1
1930,5,96,1232.0,1
1931,5,96,6558.0,1
1932,261,352,11289.0,1
1933,133,224,1280.0,1
1934,519,610,6527.0,1
1935,519,481,11320.0,1
1936,389,610,1299.0,1
1937,133,224,6552.0,1
1938,5,96,11314.0,1
1939,519,610,1308.0,1
1940,5,96,6572.0,1
1941,260,481,11295.0,1
1942,519,690,1321.0,1
1943,133,224,11342.0,1
1944,5,96,1238.0,1
1945,389,481,11326.0,1
1946,133,224,1285.0,1
1947,262,481,11309.0,1
1948,261,352,1266.0,1
1949,5,96,11324.0,1
1950,5,224,1267.0,1
1951,261,352,6541.0,1
1952,261,224,11340.0,1
1953,261,352,1284.0,1
1954,519,480,6541.0,1
1955,650,610,11438.0,1
1956,5,96,1247.0,1
1957,518,690,6554.0,1
1958,5,96,11332.0,1
1959,390,610,1311.0,1
1960,133,224,11354.0,1
1961,519,610,1336.0,1
1962,133,224,6564.0,1
1963,389,610,11341.0,1
1964,261,353,1293.0,1
1965,5,96,6581.0,1
1966,519,609,11341.0,1
1967,389,480,1324.0,1
1968,261,481,6549.0,1
1969,262,352,11326.0,1
1970,133,224,1296.0,1
1971,5,96,11343.0,1
1972,5,96,1257.0,1
1973,389,480,6555.0,1
1974,133,224,11363.0,1
1975,133,224,1303.0,1
1976,261,352,11332.0,1
1977,261,353,1301.0,1
1978,519,610,11353.0,1
1979,389,480,1334.0,1
1980,389,481,11350.0,1
1981,5,96,1272.0,1
1982,5,96,6595.0,1
1983,261,224,11348.0,1
1984,261,224,1308.0,1
1985,132,224,6571.0,1
1986,390,481,11356.0,1
1987,389,480,1340.0,1
1988,650,610,6644.0,1
1989,133,224,11372.0,1
1990,519,610,1348.0,1
1991,390,610,6563.0,1
1992,5,96,11354.0,1
1993,5,96,1279.0,1
1994,133,224,6584.0,1
1995,519,610,11366.0,1
1996,133,224,1319.0,1
1997,5,96,6605.0,1
1998,390,610,11364.0,1
1999,261,352,1317.0,1
2000,650,610,6655.0,1
2001,5,96,11362.0,1
2002,389,224,1346.0,1
2003,261,352,6565.0,1
2004,133,224,11381.0,1
2005,519,609,1356.0,1
2006,262,352,11370.0,1
2007,5,96,1286.0,1
2008,389,610,11383.0,1
2009,519,480,1373.0,1
2010,390,610,6576.0,1
2011,519,610,11388.0,1
2012,650,610,1440.0,1
2013,650,610,6666.0,1
2014,133,224,11391.0,1
2015,261,352,1336.0,1
2016,133,224,6597.0,1
2017,5,96,11373.0,1
2018,519,610,1364.0,1
2019,518,610,6572.0,1
2020,389,352,11373.0,1
2021,5,96,1295.0,1
2022,650,610,6671.0,1
2023,519,480,11399.0,1
2024,133,224,1335.0,1
2025,261,481,6574.0,1
2026,390,481,11393.0,1
2027,261,352,1344.0,1
2028,133,96,6607.0,1
2029,133,224,11401.0,1
2030,5,96,1305.0,1
2031,519,689,6583.0,1
2032,262,352,11386.0,1
2033,518,480,1382.0,1
2034,650,609,6679.0,1
2035,390,610,11400.0,1
2036,261,224,1350.0,1
2037,133,224,6619.0,1
2038,519,610,11411.0,1
2039,650,480,1457.0,1
2040,261,224,6589.0,1
2041,133,224,11423.0,1
2042,389,610,1376.0,1
2043,389,352,6595.0,1
2044,519,690,11431.0,1
2045,5,96,1314.0,1
2046,519,610,6593.0,1
2047,260,353,11385.0,1
2048,518,610,1391.0,1
2049,519,610,11415.0,1
2050,5,96,1314.0,1
2051,5,96,6625.0,1
2052,5,96,11379.0,1
2053,133,224,1349.0,1
2054,389,480,6601.0,1
2055,133,224,11442.0,1
2056,261,352,1364.0,1
2057,261,481,6603.0,1
2058,260,352,11396.0,1
2059,389,610,1383.0,1
2060,390,610,11416.0,1
2061,650,480,1469.0,1
2062,5,96,6635.0,1
2063,518,610,11420.0,1
2064,650,480,1479.0,1
2065,133,224,6626.0,1
2066,650,610,11520.0,1
2067,5,96,1336.0,1
2068,5,96,11405.0,1
2069,389,481,1389.0,1
2070,519,610,6604.0,1
2071,519,353,11437.0,1
2072,133,224,1356.0,1
2073,519,689,6621.0,1
2074,261,354,11410.0,1
2075,261,480,1374.0,1
2076,261,352,6616.0,1
2077,131,224,11446.0,1
2078,650,352,1493.0,1
2079,389,480,6614.0,1
2080,133,96,11414.0,1
2081,5,96,1340.0,1
2082,133,224,6639.0,1
2083,390,352,11426.0,1
2084,389,610,1396.0,1
2085,650,610,11486.0,1
2086,133,224,1364.0,1
2087,261,352,11423.0,1
2088,261,352,1382.0,1
2089,390,480,6626.0,1
2090,519,352,11452.0,1
2091,389,481,1407.0,1
2092,519,690,6635.0,1
2093,650,352,11549.0,1
2094,133,96,1382.0,1
2095,262,481,6624.0,1
2096,131,96,11459.0,1
2097,520,610,1414.0,1
2098,133,224,6647.0,1
2099,389,481,11444.0,1
